date,station_name,station_id,latitude,longitude,day,month,year,mirid_bug,mint_temperature ,maxt_temperature ,temperature ,dew_point,humidity ,wind_speed,wind_direction,rainfall,BPH_count
23/7/2015,Chachoengsao Rice research Center,,13.873,100.951,23,7,2015,0,29.5,31,30.2,24,69.47,11.2,207.5,0,5
24/7/2015,Chachoengsao Rice research Center,,13.873,100.951,24,7,2015,0,29.5,34.5,32.9,21,50.56,17.5,240.63,0,3
25/7/2015,Chachoengsao Rice research Center,,13.873,100.951,25,7,2015,1,30,33.5,32,21.2,52.99,16.6,239.5,0,3
26/7/2015,Chachoengsao Rice research Center,,13.873,100.951,26,7,2015,0,28,34.2,32.2,22,55.91,19.5,197.5,0,5
27/7/2015,Chachoengsao Rice research Center,,13.873,100.951,27,7,2015,0,29,32.7,31.3,22.5,60.26,17.5,181.33,0,6
28/7/2015,Chachoengsao Rice research Center,,13.873,100.951,28,7,2015,0,27,28.5,27.7,24.2,81.37,8.3,127.5,0,2
29/7/2015,Chachoengsao Rice research Center,,13.873,100.951,29,7,2015,1,26,32.9,30.2,23.8,69.79,23.2,163.63,0.5,0
30/7/2015,Chachoengsao Rice research Center,,13.873,100.951,30,7,2015,0,24,28.5,26.3,23.7,85.63,12.1,108.75,0,15
31/7/2015,Chachoengsao Rice research Center,,13.873,100.951,31,7,2015,0,26,31.5,29.5,23.4,70.12,16.6,173.5,0,18
1/8/2015,Chachoengsao Rice research Center,,13.873,100.951,1,8,2015,0,27,32,30.5,23,64.99,16.6,198.8,0.1,11
2/8/2015,Chachoengsao Rice research Center,,13.873,100.951,2,8,2015,1,26,30.5,28.9,24.1,75.98,18.5,162.17,0.5,16
3/8/2015,Chachoengsao Rice research Center,,13.873,100.951,3,8,2015,0,26.5,28.5,27.5,24.2,82.61,7.6,127.5,0,8
4/8/2015,Chachoengsao Rice research Center,,13.873,100.951,4,8,2015,0,27.5,31.5,30.4,22,61.29,20.4,242.63,0,9
5/8/2015,Chachoengsao Rice research Center,,13.873,100.951,5,8,2015,0,28,31,29.8,22.9,66.79,16.6,198.5,0,10
6/8/2015,Chachoengsao Rice research Center,,13.873,100.951,6,8,2015,0,28.5,33,31.3,22.5,59.73,18.5,214.5,0,0
7/8/2015,Chachoengsao Rice research Center,,13.873,100.951,7,8,2015,0,29.5,33,31.4,22.6,59.8,13.9,238.67,0,0
8/8/2015,Chachoengsao Rice research Center,,13.873,100.951,8,8,2015,0,30,30,30,22.2,63.24,9.4,247.5,0,0
9/8/2015,Chachoengsao Rice research Center,,13.873,100.951,9,8,2015,0,28.5,33.5,31.6,22,56.89,19.5,244.5,0,0
10/8/2015,Chachoengsao Rice research Center,,13.873,100.951,10,8,2015,0,29,32,30.7,22,60.1,10.3,248.25,0,0
11/8/2015,Chachoengsao Rice research Center,,13.873,100.951,11,8,2015,0,29,34,32.1,22.8,58.03,15.1,229.1,0,0
12/8/2015,Chachoengsao Rice research Center,,13.873,100.951,12,8,2015,0,27.5,33.1,30.5,23.6,67.46,13.9,251.33,0,0
13/8/2015,Chachoengsao Rice research Center,,13.873,100.951,13,8,2015,0,28,30,29,24.5,76.88,7.6,137.5,0,0
14/8/2015,Chachoengsao Rice research Center,,13.873,100.951,14,8,2015,0,28.5,34.2,32.3,22.8,58.14,18.4,211.88,0,1
15/8/2015,Chachoengsao Rice research Center,,13.873,100.951,15,8,2015,0,28.5,33,30.8,24.8,71.07,8.5,196.25,0,0
16/8/2015,Chachoengsao Rice research Center,,13.873,100.951,16,8,2015,0,28,34.5,32.4,23.6,60.88,19.4,185.9,0,0
17/8/2015,Chachoengsao Rice research Center,,13.873,100.951,17,8,2015,0,29.5,34.7,32.4,21.4,53.11,21.7,267.17,0,0
18/8/2015,Chachoengsao Rice research Center,,13.873,100.951,18,8,2015,0,29.5,31,30.2,22.2,62.36,14.8,275,0,1
19/8/2015,Chachoengsao Rice research Center,,13.873,100.951,19,8,2015,0,29.5,36.5,33.8,21.5,49.24,19.5,308.75,0,0
20/8/2015,Chachoengsao Rice research Center,,13.873,100.951,20,8,2015,0,29,33.5,31.4,22.1,57.9,13.9,299.25,0,0
21/8/2015,Chachoengsao Rice research Center,,13.873,100.951,21,8,2015,0,29.5,33.5,31.7,22.7,59.33,22.8,238.5,0.6,0
22/8/2015,Chachoengsao Rice research Center,,13.873,100.951,22,8,2015,0,30,33,31.9,21.7,54.99,22.2,246.17,0,0
23/8/2015,Chachoengsao Rice research Center,,13.873,100.951,23,8,2015,0,29,30,29.5,21.5,62.2,13.9,245,0,0
24/8/2015,Chachoengsao Rice research Center,,13.873,100.951,24,8,2015,0,30,35,33,21.9,52.54,24.1,262.63,0,0
25/8/2015,Chachoengsao Rice research Center,,13.873,100.951,25,8,2015,0,31,33.5,32.2,23,58.39,17.5,210.25,0,0
26/8/2015,Chachoengsao Rice research Center,,13.873,100.951,26,8,2015,0,28.5,32.5,31.1,22.1,58.89,21.3,226.8,0.08,0
27/8/2015,Chachoengsao Rice research Center,,13.873,100.951,27,8,2015,0,29,32.5,31.4,22.1,58.36,17.7,233.67,0,0
28/8/2015,Chachoengsao Rice research Center,,13.873,100.951,28,8,2015,0,28,29,28.5,23,72.2,10.3,263.5,0,1
29/8/2015,Chachoengsao Rice research Center,,13.873,100.951,29,8,2015,0,28.5,34,32.1,21.9,55.14,22.3,253.38,0,2
30/8/2015,Chachoengsao Rice research Center,,13.873,100.951,30,8,2015,0,29,32.5,30.8,21.9,59.47,16.6,245,0,1
31/8/2015,Chachoengsao Rice research Center,,13.873,100.951,31,8,2015,0,29.5,33,31.8,22.1,56.82,18.6,238.5,0,1
1/9/2015,Chachoengsao Rice research Center,,13.873,100.951,1,9,2015,0,28.5,33.5,31.6,23.1,60.96,19.4,220.4,0,0
2/9/2015,Chachoengsao Rice research Center,,13.873,100.951,2,9,2015,0,29,33.3,31.4,23.3,62.52,16.6,220.17,0,1
3/9/2015,Chachoengsao Rice research Center,,13.873,100.951,3,9,2015,0,28,30,29,23.5,72.4,8.5,182.5,0,11
4/9/2015,Chachoengsao Rice research Center,,13.873,100.951,4,9,2015,0,28,32.5,30.9,23.9,66.56,13.8,150.5,18.67,13
5/9/2015,Chachoengsao Rice research Center,,13.873,100.951,5,9,2015,0,28,31,29.2,23.5,71.38,9.4,255.5,0,11
6/9/2015,Chachoengsao Rice research Center,,13.873,100.951,6,9,2015,0,29,33.5,32.2,22.8,57.99,17.7,225.8,0,9
7/9/2015,Chachoengsao Rice research Center,,13.873,100.951,7,9,2015,0,29.5,34.4,32,21.8,54.91,22.3,281.33,0,6
8/9/2015,Chachoengsao Rice research Center,,13.873,100.951,8,9,2015,0,29.5,31,30.2,22,61.47,22.3,285,0,6
9/9/2015,Chachoengsao Rice research Center,,13.873,100.951,9,9,2015,1,29.5,35,33,21.7,52.01,19.4,287,0,7
10/9/2015,Chachoengsao Rice research Center,,13.873,100.951,10,9,2015,0,26,27.5,26.8,24.3,86.31,9.5,101,4.68,6
11/9/2015,Chachoengsao Rice research Center,,13.873,100.951,11,9,2015,0,26.5,30,28.3,24.2,78.61,12.1,151.7,26.52,3
12/9/2015,Chachoengsao Rice research Center,,13.873,100.951,12,9,2015,0,28.5,32.8,30.9,23.4,64.75,13.7,223.17,0,4
13/9/2015,Chachoengsao Rice research Center,,13.873,100.951,13,9,2015,0,28,30,29,23,70.23,15,267.5,0,5
14/9/2015,Chachoengsao Rice research Center,,13.873,100.951,14,9,2015,0,27,31.5,29.7,23.5,69.8,13,316.25,1.49,8
15/9/2015,Chachoengsao Rice research Center,,13.873,100.951,15,9,2015,0,27,28.1,27.6,22.7,74.38,16.6,291.25,0,12
16/9/2015,Chachoengsao Rice research Center,,13.873,100.951,16,9,2015,0,25.5,29.1,27.9,24.5,81.97,21.3,310.8,2.45,4
17/9/2015,Chachoengsao Rice research Center,,13.873,100.951,17,9,2015,0,26,28.3,27.2,24.8,86.78,16.6,271.83,5.06,1
18/9/2015,Chachoengsao Rice research Center,,13.873,100.951,18,9,2015,0,27,29,28,24.2,80.35,17.5,182.5,0,0
19/9/2015,Chachoengsao Rice research Center,,13.873,100.951,19,9,2015,0,25.5,32.5,30,22.6,65.6,8.5,91.13,0,2
20/9/2015,Chachoengsao Rice research Center,,13.873,100.951,20,9,2015,0,29,32.5,30.8,23.8,66.45,9.2,294.67,0,1
21/9/2015,Chachoengsao Rice research Center,,13.873,100.951,21,9,2015,0,30,35.5,33.7,23.9,56.97,16.6,279.6,0,2
22/9/2015,Chachoengsao Rice research Center,,13.873,100.951,22,9,2015,0,29.5,32.5,31.1,23.4,64.02,14.8,234.17,0,1
23/9/2015,Chachoengsao Rice research Center,,13.873,100.951,23,9,2015,0,27.5,27.5,27.5,25,86.3,11.2,135,0,0
24/9/2015,Chachoengsao Rice research Center,,13.873,100.951,24,9,2015,0,28,33,30.9,23.7,65.86,24.1,217.88,0,1
25/9/2015,Chachoengsao Rice research Center,,13.873,100.951,25,9,2015,0,29,31.1,30.3,22.7,64.08,21.3,227,0,0
26/9/2015,Chachoengsao Rice research Center,,13.873,100.951,26,9,2015,0,28.5,33.5,32.2,22.7,57.72,16.8,247.3,0,2
27/9/2015,Chachoengsao Rice research Center,,13.873,100.951,27,9,2015,0,29.1,34,31.6,23.6,63.19,9.4,266,0,0
28/9/2015,Chachoengsao Rice research Center,,13.873,100.951,28,9,2015,0,28,30.5,29.2,24,73.61,3.8,170,0,3
29/9/2015,Chachoengsao Rice research Center,,13.873,100.951,29,9,2015,0,28,33,31.2,23.9,65.46,12,207.13,0,2
30/9/2015,Chachoengsao Rice research Center,,13.873,100.951,30,9,2015,0,27.5,31.5,29.5,25.1,77.45,9.4,107.75,0,2
1/10/2015,Chachoengsao Rice research Center,,13.873,100.951,1,10,2015,0,28,32.5,30.3,24.8,72.57,22.2,143.6,0,2
2/10/2015,Chachoengsao Rice research Center,,13.873,100.951,2,10,2015,0,27.4,30.5,28.6,25.4,83.07,13.9,88.83,9.99,1
3/10/2015,Chachoengsao Rice research Center,,13.873,100.951,3,10,2015,0,24,24.5,24.2,23,92.79,15.8,92.5,0,1
4/10/2015,Chachoengsao Rice research Center,,13.873,100.951,4,10,2015,0,26.5,28.5,27.7,24.7,83.93,17.7,200.63,0,2
5/10/2015,Chachoengsao Rice research Center,,13.873,100.951,5,10,2015,0,26,30.5,28.5,24.8,80.98,13.8,139,0,1
6/10/2015,Chachoengsao Rice research Center,,13.873,100.951,6,10,2015,0,26,29.5,28.5,25,81.37,14.8,158.4,2.32,1
7/10/2015,Chachoengsao Rice research Center,,13.873,100.951,7,10,2015,0,27.5,32.5,30.4,24.5,71.3,13.8,141.83,2,2
8/10/2015,Chachoengsao Rice research Center,,13.873,100.951,8,10,2015,0,28.5,29,28.7,23.5,73.33,6.5,277.5,0,1
9/10/2015,Chachoengsao Rice research Center,,13.873,100.951,9,10,2015,0,25,28,26.3,24.3,89.11,13.9,117.75,6.01,2
10/10/2015,Chachoengsao Rice research Center,,13.873,100.951,10,10,2015,0,28,31,29.8,24.2,72.28,12.1,179,0,1
11/10/2015,Chachoengsao Rice research Center,,13.873,100.951,11,10,2015,0,26.5,31,29.6,24.2,73.12,16.5,190.1,0,1
12/10/2015,Chachoengsao Rice research Center,,13.873,100.951,12,10,2015,0,26.5,29.2,28,22.4,71.78,14.7,59.83,0,2
13/10/2015,Chachoengsao Rice research Center,,13.873,100.951,13,10,2015,0,25.5,27,26.2,23,82.46,13.9,335,0,1
14/10/2015,Chachoengsao Rice research Center,,13.873,100.951,14,10,2015,2,25,32,29.4,22.7,67.85,17.5,151.88,0,1
15/10/2015,Chachoengsao Rice research Center,,13.873,100.951,15,10,2015,3,28.5,31,29.7,23.1,67.99,14.1,43.5,0,3
16/10/2015,Chachoengsao Rice research Center,,13.873,100.951,16,10,2015,1,28,33,31.5,22.7,60.04,13.9,38.7,0,2
17/10/2015,Chachoengsao Rice research Center,,13.873,100.951,17,10,2015,2,29,33.1,31.4,22.7,60.27,12,105,0,3
18/10/2015,Chachoengsao Rice research Center,,13.873,100.951,18,10,2015,5,28,29.5,28.7,24,75.64,7.6,65,0,3
19/10/2015,Chachoengsao Rice research Center,,13.873,100.951,19,10,2015,2,28.8,32.5,30.5,24.6,71.22,18.4,249,7.65,6
20/10/2015,Chachoengsao Rice research Center,,13.873,100.951,20,10,2015,1,28.5,30.5,29.6,25.4,78.31,10.5,121.5,0,8
21/10/2015,Chachoengsao Rice research Center,,13.873,100.951,21,10,2015,1,28.5,33,31.2,24.6,68.66,14.8,153.8,12.2,6
22/10/2015,Chachoengsao Rice research Center,,13.873,100.951,22,10,2015,2,28,31.5,29.8,25,75.86,15.7,179,10.9,0
23/10/2015,Chachoengsao Rice research Center,,13.873,100.951,23,10,2015,8,28,29.5,28.7,25.7,84.02,9.4,17.5,0,1
24/10/2015,Chachoengsao Rice research Center,,13.873,100.951,24,10,2015,18,29,33.5,31.8,23.1,60.46,19.5,92,0,0
25/10/2015,Chachoengsao Rice research Center,,13.873,100.951,25,10,2015,20,28,31,29.7,20.7,59.2,13,55.5,0,1
26/10/2015,Chachoengsao Rice research Center,,13.873,100.951,26,10,2015,11,27.5,33.1,31.9,21.2,53.91,14.8,73,0,0
27/10/2015,Chachoengsao Rice research Center,,13.873,100.951,27,10,2015,3,28,32.5,30.5,23.3,66.08,12,189,0,0
28/10/2015,Chachoengsao Rice research Center,,13.873,100.951,28,10,2015,1,28,29.5,28.7,25,80.32,8.5,177.5,0,1
29/10/2015,Chachoengsao Rice research Center,,13.873,100.951,29,10,2015,11,28.5,34,31.8,23.6,62.76,16.8,81.63,0,7
30/10/2015,Chachoengsao Rice research Center,,13.873,100.951,30,10,2015,3,28.5,32.5,30.9,24,67.29,13,74,0,0
31/10/2015,Chachoengsao Rice research Center,,13.873,100.951,31,10,2015,3,29.5,34.5,32.9,22.5,55,21.4,83.8,0,1
1/11/2015,Chachoengsao Rice research Center,,13.873,100.951,1,11,2015,3,27.5,33.5,31.6,22.1,57.89,18.4,80.1,0,2
2/11/2015,Chachoengsao Rice research Center,,13.873,100.951,2,11,2015,4,28,31,29.4,21,60.95,23,75.67,0,1
3/11/2015,Chachoengsao Rice research Center,,13.873,100.951,3,11,2015,4,27,27.5,27.2,20.5,66.65,17.5,90,0,2
4/11/2015,Chachoengsao Rice research Center,,13.873,100.951,4,11,2015,10,28,34,31.5,22.1,58.29,11.2,74.13,0,3
5/11/2015,Chachoengsao Rice research Center,,13.873,100.951,5,11,2015,8,28,31,29.8,22.1,63.73,13.8,34.5,0,2
6/11/2015,Chachoengsao Rice research Center,,13.873,100.951,6,11,2015,2,28.5,32.5,31.1,22.6,61.16,20.5,74.9,0,1
7/11/2015,Chachoengsao Rice research Center,,13.873,100.951,7,11,2015,8,28,30.9,29.7,23.8,70.89,14.8,95.17,0,1
8/11/2015,Chachoengsao Rice research Center,,13.873,100.951,8,11,2015,7,28,29.6,28.8,24.8,79.16,11.2,26.5,0,2
9/11/2015,Chachoengsao Rice research Center,,13.873,100.951,9,11,2015,8,28,33.5,31.3,24,65.84,14.8,87.38,0,2
10/11/2015,Chachoengsao Rice research Center,,13.873,100.951,10,11,2015,5,27.5,31,29.4,24.2,73.83,11.2,117.75,0,3
11/11/2015,Chachoengsao Rice research Center,,13.873,100.951,11,11,2015,1,28.5,34.1,32.4,22.6,56.95,14.8,85,0,2
12/11/2015,Chachoengsao Rice research Center,,13.873,100.951,12,11,2015,2,28.5,33.6,31.4,23.9,65.22,13.9,65,0,2
13/11/2015,Chachoengsao Rice research Center,,13.873,100.951,13,11,2015,13,28,29.5,28.7,26.2,86.72,7.6,52.5,0,1
14/11/2015,Chachoengsao Rice research Center,,13.873,100.951,14,11,2015,0,28,33.7,31.6,23.6,63.45,16.8,98.88,0,1
15/11/2015,Chachoengsao Rice research Center,,13.873,100.951,15,11,2015,0,29,31.7,30.4,25.6,75.73,7.6,67.75,0,2
16/11/2015,Chachoengsao Rice research Center,,13.873,100.951,16,11,2015,0,28,34,31.6,24.4,66.59,17.7,145.9,5,3
17/11/2015,Chachoengsao Rice research Center,,13.873,100.951,17,11,2015,0,28.5,33.6,31.6,24.5,66.98,11.2,119,3,1
18/11/2015,Chachoengsao Rice research Center,,13.873,100.951,18,11,2015,0,29,30.5,29.7,25.5,78.23,9.4,122.5,0,1
19/11/2015,Chachoengsao Rice research Center,,13.873,100.951,19,11,2015,0,27.5,34,31.8,23.8,63.67,17.7,92.88,0,2
20/11/2015,Chachoengsao Rice research Center,,13.873,100.951,20,11,2015,0,28.5,31.6,30.4,23.9,68.48,12.1,20.25,0,1
21/11/2015,Chachoengsao Rice research Center,,13.873,100.951,21,11,2015,0,28,34,32.2,22,55.65,14.8,39.2,0,3
22/11/2015,Chachoengsao Rice research Center,,13.873,100.951,22,11,2015,0,28,33.4,31.2,21.1,55.55,14.4,45,0,2
23/11/2015,Chachoengsao Rice research Center,,13.873,100.951,23,11,2015,0,28,29.5,28.7,21.7,66.05,11.1,37.5,0,2
24/11/2015,Chachoengsao Rice research Center,,13.873,100.951,24,11,2015,1,28.5,33.5,31.9,21.3,54.16,13,82.75,0,1
25/11/2015,Chachoengsao Rice research Center,,13.873,100.951,25,11,2015,6,29,33,31.3,21.8,57.57,14.8,78.5,0,4
26/11/2015,Chachoengsao Rice research Center,,13.873,100.951,26,11,2015,6,28,33.5,31.8,21.9,56.52,15.7,94,0,2
27/11/2015,Chachoengsao Rice research Center,,13.873,100.951,27,11,2015,12,27,31.2,29.4,20.4,58.49,22.3,66.83,0,3
28/11/2015,Chachoengsao Rice research Center,,13.873,100.951,28,11,2015,10,25.5,26.5,26,20.2,70.66,13,27.5,0,3
29/11/2015,Chachoengsao Rice research Center,,13.873,100.951,29,11,2015,9,27,33.5,30.9,21.4,57.53,13,44.13,0,2
30/11/2015,Chachoengsao Rice research Center,,13.873,100.951,30,11,2015,7,28.5,32,30.3,21.8,60.83,11.2,44.25,0,1
1/12/2015,Chachoengsao Rice research Center,,13.873,100.951,1,12,2015,1,29.5,35,33.1,21.2,49.88,14.8,93,0,7
2/12/2015,Chachoengsao Rice research Center,,13.873,100.951,2,12,2015,30,29.5,33.4,31.8,24.4,65.35,13.4,201.17,0,5
3/12/2015,Chachoengsao Rice research Center,,13.873,100.951,3,12,2015,36,27.5,29,28.2,23.5,75.56,13.9,10,0,2
4/12/2015,Chachoengsao Rice research Center,,13.873,100.951,4,12,2015,11,27.5,32.5,31,22.5,61.51,19.4,103.38,0,3
5/12/2015,Chachoengsao Rice research Center,,13.873,100.951,5,12,2015,45,28,31,29.6,23.3,69.35,16.6,106,0,3
6/12/2015,Chachoengsao Rice research Center,,13.873,100.951,6,12,2015,56,26.5,31.7,29.9,21.8,62.37,15.7,35,0,4
7/12/2015,Chachoengsao Rice research Center,,13.873,100.951,7,12,2015,51,25.5,30.5,28.4,20,60.98,12.1,92.83,0,2
8/12/2015,Chachoengsao Rice research Center,,13.873,100.951,8,12,2015,48,25.5,26.5,26,19,65.39,11.2,12.5,0,2
9/12/2015,Chachoengsao Rice research Center,,13.873,100.951,9,12,2015,5,26.5,33.1,30.8,20.4,54.37,13,213.88,0,5
10/12/2015,Chachoengsao Rice research Center,,13.873,100.951,10,12,2015,23,27,32,29.7,21.5,62.27,7.6,46.75,0,4
11/12/2015,Chachoengsao Rice research Center,,13.873,100.951,11,12,2015,26,26.5,33.5,31.6,22.3,59.33,11.2,122.8,0,7
12/12/2015,Chachoengsao Rice research Center,,13.873,100.951,12,12,2015,19,27,33.4,30.4,24.3,70.63,13,171.67,0,9
13/12/2015,Chachoengsao Rice research Center,,13.873,100.951,13,12,2015,15,27.5,29,28.2,25.5,85.18,7.6,77.5,0,6
14/12/2015,Chachoengsao Rice research Center,,13.873,100.951,14,12,2015,9,27.5,34,31.7,22.9,60.86,10.3,105.13,0,6
15/12/2015,Chachoengsao Rice research Center,,13.873,100.951,15,12,2015,9,28,32.5,30.3,22.6,64.05,8.5,121.5,0,5
16/12/2015,Chachoengsao Rice research Center,,13.873,100.951,16,12,2015,5,28,33,31.6,20.2,51.65,15.7,91.4,0,8
17/12/2015,Chachoengsao Rice research Center,,13.873,100.951,17,12,2015,0,25,28.7,26.8,16.9,54.61,29.7,84.17,0,2
18/12/2015,Chachoengsao Rice research Center,,13.873,100.951,18,12,2015,0,22.5,24,23.2,15.5,61.83,16.6,82.5,0,1
19/12/2015,Chachoengsao Rice research Center,,13.873,100.951,19,12,2015,3,22,29.5,26.9,16,52.12,13.9,47,0,2
20/12/2015,Chachoengsao Rice research Center,,13.873,100.951,20,12,2015,5,23,28,25.7,16.7,58.03,8.5,106.5,0,1
21/12/2015,Chachoengsao Rice research Center,,13.873,100.951,21,12,2015,5,23.5,32,29.5,16.9,47.62,14.8,183.2,0,1
22/12/2015,Chachoengsao Rice research Center,,13.873,100.951,22,12,2015,7,26.5,30.5,28.9,18.7,54.25,13.8,147.33,0,2
23/12/2015,Chachoengsao Rice research Center,,13.873,100.951,23,12,2015,0,26.5,26.5,26.5,19.7,66.5,12.1,182.5,0,2
24/12/2015,Chachoengsao Rice research Center,,13.873,100.951,24,12,2015,1,26.5,33.5,31.2,21.5,57.46,11.2,139,0,2
25/12/2015,Chachoengsao Rice research Center,,13.873,100.951,25,12,2015,0,27,30.5,29.1,24.5,76.62,8.5,74.5,0,1
26/12/2015,Chachoengsao Rice research Center,,13.873,100.951,26,12,2015,1,26.5,33.8,31.5,22,58.99,19.5,119.8,0,2
27/12/2015,Chachoengsao Rice research Center,,13.873,100.951,27,12,2015,1,27,32.5,30.1,22.9,67,18.4,78.83,0,1
28/12/2015,Chachoengsao Rice research Center,,13.873,100.951,28,12,2015,1,27.5,29,28.2,19.7,60.05,16.7,105,0,1
29/12/2015,Chachoengsao Rice research Center,,13.873,100.951,29,12,2015,19,27,32.5,30.3,19.2,52.25,19.4,102,0,2
30/12/2015,Chachoengsao Rice research Center,,13.873,100.951,30,12,2015,23,26,30,28.3,18.7,56.41,22.3,91,0,0
31/12/2015,Chachoengsao Rice research Center,,13.873,100.951,31,12,2015,25,26,32,30.1,18.5,50.22,24.1,72.6,0,1
1/1/2016,Chachoengsao Rice research Center,,13.873,100.951,1,1,2016,22,24,30.5,28.2,17.1,51.41,18.5,63.7,0,0
2/1/2016,Chachoengsao Rice research Center,,13.873,100.951,2,1,2016,25,24,30.7,27.4,17.6,55.83,10.2,57.5,0,1
3/1/2016,Chachoengsao Rice research Center,,13.873,100.951,3,1,2016,19,23.5,26,24.7,18.5,68.46,6.5,325,0,0
4/1/2016,Chachoengsao Rice research Center,,13.873,100.951,4,1,2016,12,26,34,31.2,16.8,43.16,11.2,249.5,0,1
5/1/2016,Chachoengsao Rice research Center,,13.873,100.951,5,1,2016,0,25.5,31.5,28.6,19.2,59.3,11.2,199.5,0,1
6/1/2016,Chachoengsao Rice research Center,,13.873,100.951,6,1,2016,0,25.5,33.5,31.1,20.2,53.67,8.5,103.9,0,2
7/1/2016,Chachoengsao Rice research Center,,13.873,100.951,7,1,2016,40,25.5,32.6,29.6,22.6,67.35,6.5,113.8,0,1
8/1/2016,Chachoengsao Rice research Center,,13.873,100.951,8,1,2016,34,26,26,26,23,83.62,6.5,182.5,0,0
9/1/2016,Chachoengsao Rice research Center,,13.873,100.951,9,1,2016,5,25,32,29,22.4,68.96,22.3,175.5,1.06,2
10/1/2016,Chachoengsao Rice research Center,,13.873,100.951,10,1,2016,4,26,31,28.5,22.5,71.22,16.6,143.75,0,1
11/1/2016,Chachoengsao Rice research Center,,13.873,100.951,11,1,2016,7,25.5,32,29.9,21.6,63.27,11.2,176,0.2,0
12/1/2016,Chachoengsao Rice research Center,,13.873,100.951,12,1,2016,7,25.5,31.5,29,22.4,68.75,9.4,96,0,2
13/1/2016,Chachoengsao Rice research Center,,13.873,100.951,13,1,2016,31,25,27,26,22.5,81.22,10.3,65,0,3
14/1/2016,Chachoengsao Rice research Center,,13.873,100.951,14,1,2016,13,27,34,31.2,23.1,63.52,17.7,129,0.1,0
15/1/2016,Chachoengsao Rice research Center,,13.873,100.951,15,1,2016,24,27.5,31,29.5,24.6,75.62,9.2,97.5,0,1
16/1/2016,Chachoengsao Rice research Center,,13.873,100.951,16,1,2016,20,26,32.5,29.9,22.9,66.86,19.4,170.6,0.7,0
17/1/2016,Chachoengsao Rice research Center,,13.873,100.951,17,1,2016,14,29,32.8,31.2,23.2,63.24,13,187,0,2
18/1/2016,Chachoengsao Rice research Center,,13.873,100.951,18,1,2016,15,26.5,28,27.2,25,87.67,10.3,97.5,0,3
19/1/2016,Chachoengsao Rice research Center,,13.873,100.951,19,1,2016,10,27.5,32,30,24.5,72.97,16.7,136.75,16.59,2
20/1/2016,Chachoengsao Rice research Center,,13.873,100.951,20,1,2016,0,26.5,31,28.8,24.4,77.56,15.7,132.75,0.2,3
21/1/2016,Chachoengsao Rice research Center,,13.873,100.951,21,1,2016,0,27.5,32,30.1,24.7,73.36,15.7,203.6,14.5,0
22/1/2016,Chachoengsao Rice research Center,,13.873,100.951,22,1,2016,0,28,33.6,31.5,23.6,64.1,12.1,206.33,0,0
23/1/2016,Chachoengsao Rice research Center,,13.873,100.951,23,1,2016,0,27,28.5,27.7,25.2,86.38,5.6,40,0,1
24/1/2016,Chachoengsao Rice research Center,,13.873,100.951,24,1,2016,0,24.5,26,25.4,19.6,70.49,25.9,79.75,2.5,0
25/1/2016,Chachoengsao Rice research Center,,13.873,100.951,25,1,2016,0,16.5,18,17,9.5,61.59,21.2,25,0,0
26/1/2016,Chachoengsao Rice research Center,,13.873,100.951,26,1,2016,0,16,24.5,21.4,10.6,50.54,22.3,248.7,0,1
27/1/2016,Chachoengsao Rice research Center,,13.873,100.951,27,1,2016,0,16.5,24.6,20.9,13.1,61.88,18.4,341.83,0,0
28/1/2016,Chachoengsao Rice research Center,,13.873,100.951,28,1,2016,0,19.5,21.5,20.5,14.7,69.7,14.8,340,0,4
29/1/2016,Chachoengsao Rice research Center,,13.873,100.951,29,1,2016,33,24,33,30.1,19.1,52.41,11.2,220.13,0,7
30/1/2016,Chachoengsao Rice research Center,,13.873,100.951,30,1,2016,2,26,31,28.3,24.2,79.06,9.4,138,0,5
31/1/2016,Chachoengsao Rice research Center,,13.873,100.951,31,1,2016,4,26,33,31,23.3,65.09,17.6,158.6,0,6
1/2/2016,Chachoengsao Rice research Center,,13.873,100.951,1,2,2016,2,26.5,34,31.3,23.3,64.21,12.1,131.2,0,3
2/2/2016,Chachoengsao Rice research Center,,13.873,100.951,2,2,2016,0,27.5,31.3,28.8,23.6,74.36,21.4,57.33,5,4
3/2/2016,Chachoengsao Rice research Center,,13.873,100.951,3,2,2016,0,24,25,24.5,16.5,61.08,15.6,90,0,1
4/2/2016,Chachoengsao Rice research Center,,13.873,100.951,4,2,2016,0,24,32.5,29,17.5,50.67,16.6,72.63,0,0
5/2/2016,Chachoengsao Rice research Center,,13.873,100.951,5,2,2016,26,25.5,30,28,17.9,54.56,17.6,62,0,0
6/2/2016,Chachoengsao Rice research Center,,13.873,100.951,6,2,2016,5,24.5,30,27.6,14,43.92,30.6,78.5,0,0
7/2/2016,Chachoengsao Rice research Center,,13.873,100.951,7,2,2016,3,18,24.3,21.2,6.3,38.23,28.8,67.67,0,1
